Z,A,BE (keV),error prefix (keV),O,N,BE/A (keV)
1,2,2224.566,0,1,1,1112.283
1,3,8481.795,0,1,2,2827.265
1,4,6881.796,100,1,3,1720.449
1,5,6681.795,89.445,1,4,1336.359
1,6,5769.834,254.124,1,5,961.639
1,7,6580,-1001,1,6,940
2,3,7718.04,0,1,1,2572.68
2,4,28295.66,0,1,2,7073.915
2,5,27560.66,20,1,3,5512.132
2,6,29271.113,0.054,1,4,4878.519
2,7,28861.4,7.56,1,5,4123.057
2,8,31396.16,0.088,1,6,3924.52
2,9,30141.334,46.818,1,7,3349.037
2,10,29951.34,92.85,1,8,2995.134
3,4,4615.04,212.132,1,1,1153.76
3,5,26330.66,50,1,2,5266.132
3,6,31993.986,0,1,3,5332.331
3,7,39245.074,0.007,1,4,5606.439
3,8,41277.695,0.048,1,5,5159.712
3,9,45339.914,0.189,1,6,5037.768
3,10,45313.512,12.72,1,7,4531.351
3,11,45709.188,0.616,1,8,4155.381
3,12,45499.203,30.012,1,9,3791.6
3,13,45599.188,70.005,1,10,3507.63
3,203,-2001,0,1,200,-9.857
4,5,90,-2005,1,1,18
4,6,26923.482,5.448,1,2,4487.247
4,7,37600.836,0.07,1,3,5371.548
4,8,56499.48,0.032,1,4,7062.435
4,9,58164.012,0.081,1,5,6462.668
4,10,64976.297,0.08,1,6,6497.63
4,11,65477.941,0.242,1,7,5952.54
4,12,68648.664,1.908,1,8,5720.722
4,13,68138.656,10.179,1,9,5241.435
4,14,69914.555,132.244,1,10,4993.897
4,15,68114.555,165.795,1,11,4540.97
4,16,68564.563,165.792,1,12,4285.285
5,6,-2802,-2004,1,1,-467
5,7,24910.936,25.151,1,2,3558.705
5,8,37737.238,1,1,3,4717.155
5,9,56313.629,0.9,1,4,6257.07
5,10,64750.828,0.02,1,5,6475.083
5,11,76205.055,0.011,1,6,6927.732
5,12,79574.68,1.32,1,7,6631.223
5,13,84453.445,1.001,1,8,6496.419
5,14,85423.016,21.21,1,9,6101.644
5,15,88199.773,21.03,1,10,5879.985
5,16,88116.828,24.576,1,11,5507.302
5,17,89584.336,204.102,1,12,5269.667
5,18,89579.336,204.156,1,13,4976.63
5,19,89673.039,525.369,1,14,4719.634
5,20,89060,-800,1,15,4453
5,21,88263,-903,1,16,4203
6,8,24812.191,18.24,1,2,3101.524
6,9,39036.805,2.133,1,3,4337.423
6,10,60320.422,0.07,1,4,6032.042
6,11,73441.016,0.055,1,5,6676.456
6,12,92161.727,0,1,6,7680.144
6,13,97108.039,0,1,7,7469.849
6,14,105284.461,0,1,8,7520.319
6,15,106502.531,0.795,1,9,7100.169
6,16,110752.867,3.584,1,10,6922.054
6,17,111486.406,17.357,1,11,6558.024
6,18,115670.359,30.006,1,12,6426.131
6,19,116247.188,98.382,1,13,6118.273
6,20,119228.703,230.62,1,14,5961.435
6,21,119154,-588,1,15,5674
6,22,119263.695,231.484,1,16,5421.077
6,23,116771,-989,1,17,5077
7,10,36436.723,400,1,3,3643.672
7,11,59004.504,46.156,1,4,5364.046
7,12,74041.305,0.996,1,5,6170.109
7,13,94105.219,0.273,1,6,7238.863
7,14,104658.594,0,1,7,7475.614
7,15,115491.898,0,1,8,7699.46
7,16,117980.734,2.304,1,9,7373.796
7,17,123865.891,14.994,1,10,7286.229
7,18,126694.117,18.576,1,11,7038.562
7,19,132022.313,16.397,1,12,6948.543
7,20,134183.422,78.9,1,13,6709.171
7,21,138789.313,134.043,1,14,6609.015
7,22,140327.75,207.79,1,15,6378.534
7,23,143443.438,420.578,1,16,6236.671
7,24,141288,-408,1,17,5887
7,25,140325,-500,1,18,5613
8,12,58682.426,24,1,4,4890.202
8,13,75552.922,9.529,1,5,5811.763
8,14,98731.891,0.028,1,6,7052.278
8,15,111955.375,0.495,1,7,7463.692
8,16,127619.297,0,1,8,7976.206
8,17,131762.375,0,1,9,7750.728
8,18,139807.75,0,1,10,7767.097
8,19,143763.406,2.641,1,11,7566.495
8,20,151371.391,0.88,1,12,7568.569
8,21,155176.859,11.991,1,13,7389.374
8,22,162027.156,56.914,1,14,7364.871
8,23,164760.156,121.716,1,15,7163.485
8,24,168952.438,164.88,1,16,7039.685
8,25,168195.125,165.075,1,17,6727.805
8,26,168934.422,164.944,1,18,6497.478
8,27,166995,-513,1,19,6185
8,28,167664,-700,1,20,5988
9,14,73992.914,41.118,1,5,5285.208
9,15,97461.883,13.995,1,6,6497.459
9,16,111419.695,8.32,1,7,6963.731
9,17,128219.578,0.255,1,8,7542.328
9,18,137369.484,0.468,1,9,7631.638
9,19,147801.344,0,1,10,7779.018
9,20,154402.672,0.04,1,11,7720.134
9,21,162504.156,1.806,1,12,7738.293
9,22,167734.484,12.408,1,13,7624.295
9,23,175313.922,33.327,1,14,7622.344
9,24,179125.969,97.68,1,15,7463.582
9,25,183407.656,96.45,1,16,7336.306
9,26,184164.25,111.202,1,17,7083.24
9,27,185434.172,389.826,1,18,6867.932
9,28,185214.172,393.036,1,19,6614.792
9,29,186876.891,525.364,1,20,6444.031
9,30,186990,-600,1,21,6233
9,31,187023,-558,1,22,6033
10,15,73030.922,66.69,1,5,4868.728
10,16,97330.828,20.48,1,6,6083.177
10,17,112888.484,0.357,1,7,6640.499
10,18,132142.625,0.36,1,8,7341.257
10,19,143779.516,0.152,1,9,7567.343
10,20,160644.813,0,1,10,8032.241
10,21,167405.969,0.042,1,11,7971.713
10,22,177770.219,0.022,1,12,8080.464
10,23,182970.891,0.115,1,13,7955.256
10,24,191839.813,0.504,1,14,7993.326
10,25,195994.969,29.05,1,15,7839.799
10,26,201549.656,18.434,1,16,7751.91
10,27,203051.188,90.774,1,17,7520.415
10,28,206873.688,126.056,1,18,7388.346
10,29,207844.938,149.495,1,19,7167.067
10,30,211035.922,253.26,1,20,7034.531
10,31,211205.781,266.197,1,21,6813.09
10,32,213472,-512,1,22,6671
10,33,212520,-594,1,23,6440
10,34,213758,-510,1,24,6287
11,17,93433.359,1001.351,1,6,5496.08
11,18,111639.906,93.888,1,7,6202.217
11,19,131819.813,10.526,1,8,6937.885
11,20,145969.922,1.12,1,9,7298.496
11,21,163076.484,0.105,1,10,7765.547
11,22,174144.672,0.176,1,11,7915.667
11,23,186564.344,0,1,12,8111.493
11,24,193523.703,0.024,1,13,8063.488
11,25,202534.922,1.2,1,14,8101.397
11,26,208109.234,3.51,1,15,8004.201
11,27,214837.531,3.726,1,16,7956.946
11,28,218379.391,10.248,1,17,7799.264
11,29,222782.375,7.337,1,18,7682.151
11,30,225059.031,4.74,1,19,7501.968
11,31,229358.984,13.981,1,20,7398.677
11,32,231036.188,37.248,1,21,7219.881
11,33,233967.547,449.922,1,22,7089.926
11,34,234138.859,599.42,1,23,6886.437
11,35,235655,-665,1,24,6733
11,36,235656,-684,1,25,6546
11,37,236504,-703,1,26,6392
12,19,112138.477,50.008,1,7,5902.025
12,20,134560.5,1.86,1,8,6728.025
12,21,149205.641,0.756,1,9,7105.03
12,22,168580.75,0.308,1,10,7662.761
12,23,181725.656,0.161,1,11,7901.116
12,24,198257.016,0.024,1,12,8260.709
12,25,205587.547,0.05,1,13,8223.502
12,26,216680.625,0.026,1,14,8333.87
12,27,223124,0.054,1,15,8263.852
12,28,231627.563,1.988,1,16,8272.413
12,29,235282.859,11.397,1,17,8113.202
12,30,241635.172,3.45,1,18,8054.506
12,31,243944.828,3.069,1,19,7869.188
12,32,249722.875,3.264,1,20,7803.84
12,33,252003.016,2.904,1,21,7636.455
12,34,256713.266,28.866,1,22,7550.39
12,35,257468.156,269.675,1,23,7356.233
12,36,260799.078,690.228,1,24,7244.419
12,37,261039.094,698.93,1,25,7055.111
12,38,263264,-494,1,26,6928
12,39,263133,-507,1,27,6747
12,40,265120,-520,1,28,6628
13,21,132342,-588,1,8,6302
13,22,149204,-396,1,9,6782
13,23,168721.719,0.345,1,10,7335.727
13,24,183589.969,0.24,1,11,7649.582
13,25,200528.406,0.075,1,12,8021.136
13,26,211893.891,0.078,1,13,8149.765
13,27,224951.922,0.054,1,14,8331.553
13,28,232677.016,0.084,1,15,8309.894
13,29,242105.453,0.348,1,16,8348.464
13,30,247833.844,2.88,1,17,8261.128
13,31,254991.016,2.232,1,18,8225.517
13,32,259211.016,7.168,1,19,8100.344
13,33,264680.344,6.996,1,20,8020.617
13,34,267254.563,3.06,1,21,7860.428
13,35,272549.344,7.35,1,22,7787.124
13,36,274446.531,149.508,1,23,7623.515
13,37,278658.656,180.227,1,24,7531.315
13,38,280329.688,374.452,1,25,7377.097
13,39,283959,-390,1,26,7281
13,40,285080,-400,1,27,7127
13,41,287328,-492,1,28,7008
13,42,288708,-588,1,29,6874
13,43,289863,-817,1,30,6741
14,22,133276,-506,1,8,6058
14,23,150995,-506,1,9,6565
14,24,172013.563,19.464,1,10,7167.232
14,25,187002.75,10,1,11,7480.11
14,26,206042.406,0.104,1,12,7924.708
14,27,219357.203,0.108,1,13,8124.341
14,28,236536.844,0,1,14,8447.744
14,29,245010.406,0,1,15,8448.635
14,30,255619.625,0.03,1,16,8520.654
14,31,262207.031,0.031,1,17,8458.291
14,32,271406.969,0.288,1,18,8481.468
14,33,275914.938,0.693,1,19,8361.059
14,34,283428.781,14.11,1,20,8336.141
14,35,285934.719,35.84,1,21,8169.563
14,36,292050.688,71.784,1,22,8112.519
14,37,294257.406,113.812,1,23,7952.903
14,38,299927.5,104.804,1,24,7892.829
14,39,301508.188,135.525,1,25,7730.979
14,40,306470.156,345.12,1,26,7661.754
14,41,307851.5,554.689,1,27,7508.573
14,42,311556,-504,1,28,7418
14,43,312997,-602,1,29,7279
14,44,315656,-616,1,30,7174
14,45,314775,-720,1,31,6995
15,24,148656,-504,1,9,6194
15,25,170300,-400,1,10,6812
15,26,187148,-208,1,11,7198
15,27,206912.828,26.352,1,12,7663.438
15,28,221409.406,1.148,1,13,7907.479
15,29,239285.859,0.348,1,14,8251.236
15,30,250605.172,0.06,1,15,8353.506
15,31,262916.188,0,1,16,8481.167
15,32,270851.844,0.032,1,17,8464.12
15,33,280955.594,1.089,1,18,8513.806
15,34,287238.281,0.816,1,19,8448.185
15,35,295618.719,1.855,1,20,8446.249
15,36,299083.25,13.104,1,21,8307.868
15,37,305899.531,37.962,1,22,8267.555
15,38,309596.406,72.58,1,23,8147.274
15,39,315820.813,112.632,1,24,8097.97
15,40,319231.844,153.6,1,25,7980.796
15,41,324168.594,120.171,1,26,7906.551
15,42,326250.375,314.37,1,27,7767.866
15,43,330651.594,554.7,1,28,7689.572
15,44,332948,-484,1,29,7567
15,45,335880,-495,1,30,7464
15,46,336582,-690,1,31,7317
15,47,337930,-799,1,32,7190
16,26,170248,-598,1,10,6548
16,27,188379,-405,1,11,6977
16,28,209406.125,159.992,1,12,7478.79
16,29,224707.078,49.996,1,13,7748.52
16,30,243681.219,0.21,1,14,8122.708
16,31,256735.797,0.217,1,15,8281.8
16,32,271780.125,0,1,16,8493.129
16,33,280421.781,0,1,17,8497.63
16,34,291838.938,0.034,1,18,8583.498
16,35,298824.75,0.035,1,19,8537.85
16,36,308714,0.18,1,20,8575.389
16,37,313017.594,0.185,1,21,8459.935
16,38,321053.719,7.182,1,22,8448.782
16,39,325426.469,49.998,1,23,8344.269
16,40,333173,4,1,24,8329.325
16,41,337415.031,4.1,1,25,8229.635
16,42,344115.5,2.814,1,26,8193.227
16,43,346744.563,4.988,1,27,8063.827
16,44,351824.656,5.236,1,28,7996.015
16,45,354681.313,1035.36,1,29,7881.807
16,46,358432,-506,1,30,7792
16,47,359456,-517,1,31,7648
16,48,362160,-576,1,32,7545
16,49,361865,-686,1,33,7385
17,28,185192,-588,1,11,6614
17,29,207606.125,188.674,1,12,7158.832
17,30,224400,-210,1,13,7480
17,31,243945.484,3.441,1,14,7869.209
17,32,258316.922,0.576,1,15,8072.404
17,33,274056.906,0.396,1,16,8304.755
17,34,285564.969,0.034,1,17,8398.97
17,35,298209.75,0.035,1,18,8520.278
17,36,306789.5,0.036,1,19,8521.931
17,37,317100.406,0.037,1,20,8570.281
17,38,323208.281,0.114,1,21,8505.481
17,39,331281.688,1.716,1,22,8494.402
17,40,337110.594,32.08,1,23,8427.765
17,41,344931.313,68.716,1,24,8412.959
17,42,350527.188,59.598,1,25,8345.886
17,43,357926.25,61.877,1,26,8323.866
17,44,362222.625,136.312,1,27,8232.332
17,45,368171.906,136.17,1,28,8181.598
17,46,371840.094,208.656,1,29,8083.48
17,47,375812,-423,1,30,7996
17,48,378384,-480,1,31,7883
17,49,381269,-588,1,32,7781
17,50,382550,-600,1,33,7651
17,51,384030,-714,1,34,7530
18,30,207126.125,206.16,1,12,6904.204
18,31,224812,-186,1,13,7252
18,32,246400.25,1.76,1,14,7700.008
18,33,261655.516,0.396,1,15,7928.955
18,34,278720.844,0.068,1,16,8197.672
18,35,291461.125,0.665,1,17,8327.461
18,36,306716.719,0.036,1,18,8519.909
18,37,315504.125,0.222,1,19,8527.139
18,38,327342.656,0.19,1,20,8614.28
18,39,333941.313,4.992,1,21,8562.598
18,40,343810.344,0,1,22,8595.259
18,41,349909.25,0.328,1,23,8534.372
18,42,359335.75,5.796,1,24,8555.613
18,43,364994.219,5.289,1,25,8488.237
18,44,373728.938,1.584,1,26,8493.84
18,45,378897.844,0.495,1,27,8419.952
18,46,386971.281,1.104,1,28,8412.419
18,47,390636,1.128,1,29,8311.404
18,48,395622.313,307.392,1,30,8242.132
18,49,398615,-392,1,31,8135
18,50,402800,-500,1,32,8056
18,51,404226,-612,1,33,7926
18,52,406900,-624,1,34,7825
18,53,406881,-689,1,35,7677
19,32,222304,-416,1,13,6947
19,33,244431,-198,1,14,7407
19,34,260780,-204,1,15,7670
19,35,278804.406,0.525,1,16,7965.84
19,36,293119.906,0.324,1,17,8142.22
19,37,308574.313,0.111,1,18,8339.847
19,38,320646.188,0.19,1,19,8438.058
19,39,333724,0,1,20,8557.025
19,40,341523.594,0.04,1,21,8538.09
19,41,351618.969,0,1,22,8576.072
19,42,359152.75,0.126,1,23,8551.256
19,43,368777.438,0.43,1,24,8576.22
19,44,376054.844,0.44,1,25,8546.701
19,45,384960.313,0.54,1,26,8554.674
19,46,391829.938,0.736,1,27,8518.042
19,47,400199.313,1.41,1,28,8514.879
19,48,404843.156,0.768,1,29,8434.232
19,49,410241.438,0.784,1,30,8372.274
19,50,414429.094,7.75,1,31,8288.582
19,51,419288.781,13.056,1,32,8221.349
19,52,421981.5,33.54,1,33,8115.029
19,53,425210.938,111.777,1,34,8022.848
19,54,426006,-594,1,35,7889
19,55,428340,-715,1,36,7788
19,56,429184,-784,1,37,7664
20,34,244936,-306,1,14,7204
20,35,262045,-210,1,15,7487
20,36,281371.625,39.996,1,16,7815.878
20,37,296127.875,0.629,1,17,8003.456
20,38,313121.625,0.19,1,18,8240.043
20,39,326417.125,0.585,1,19,8369.67
20,40,342052.125,0.04,1,20,8551.303
20,41,350414.938,0.123,1,21,8546.706
20,42,361895.656,0.168,1,22,8616.563
20,43,369828.5,0.215,1,23,8600.663
20,44,380959.688,0.308,1,24,8658.175
20,45,388374.531,0.36,1,25,8630.545
20,46,398773,2.254,1,26,8668.979
20,47,406049.375,2.209,1,27,8639.349
20,48,416000.906,0.096,1,28,8666.686
20,49,421147.344,0.196,1,29,8594.844
20,50,427508.156,1.6,1,30,8550.163
20,51,432322.563,0.51,1,31,8476.913
20,52,438327.813,0.676,1,32,8429.381
20,53,441520.594,43.778,1,33,8330.577
20,54,445364.781,48.438,1,34,8247.496
20,55,446600,-275,1,35,8120
20,56,450240,-392,1,36,8040
20,57,451269,-399,1,37,7917
20,58,454430,-522,1,38,7835
21,36,258804,-288,1,15,7189
21,37,278684,-296,1,16,7532
21,38,294538,-190,1,17,7751
21,39,312524.781,23.985,1,18,8013.456
21,40,326946.75,2.84,1,19,8173.669
21,41,343137.125,0.082,1,20,8369.198
21,42,354687.156,0.168,1,21,8444.933
21,43,366825.469,1.849,1,22,8530.825
21,44,376524.688,1.76,1,23,8557.379
21,45,387851.875,0.675,1,24,8618.931
21,46,396612.531,0.69,1,25,8622.012
21,47,407259.219,1.927,1,26,8665.09
21,48,415497.813,4.944,1,27,8656.204
21,49,425626.531,2.695,1,28,8686.256
21,50,431683.938,15,1,29,8633.679
21,51,438436.594,19.992,1,30,8596.796
21,52,443722.5,81.848,1,31,8533.125
21,53,450257.313,94.075,1,32,8495.421
21,54,453312.75,272.808,1,33,8394.681
21,55,457652.531,454.355,1,34,8320.955
21,56,460416.75,586.824,1,35,8221.728
21,57,464631.688,1304.103,1,36,8151.433
21,58,466610,-406,1,37,8045
21,59,470053,-413,1,38,7967
21,60,471900,-480,1,39,7865
21,61,475007,-610,1,40,7787
22,38,278616,-304,1,16,7332
22,39,295386,-195,1,17,7574
22,40,314491.438,160,1,18,7862.286
22,41,329409.906,27.962,1,19,8034.388
22,42,346888.375,0.294,1,20,8259.247
22,43,359176.063,7.224,1,21,8352.932
22,44,375474.875,0.704,1,22,8533.52
22,45,385007.469,0.855,1,23,8555.722
22,46,398196.75,0.184,1,24,8656.451
22,47,407077.656,0.094,1,25,8661.227
22,48,418704.281,0.096,1,26,8723.006
22,49,426846.719,0.098,1,27,8711.157
22,50,437785.875,0.1,1,28,8755.718
22,51,444158.406,0.51,1,29,8708.988
22,52,451966.688,7.072,1,30,8691.667
22,53,457399.219,100.064,1,31,8630.174
22,54,464261.469,82.458,1,32,8597.435
22,55,468378.938,161.59,1,33,8515.98
22,56,474102.188,121.24,1,34,8466.11
22,57,476769.094,256.443,1,35,8364.37
22,58,482038,-174,1,36,8311
22,59,484508,-177,1,37,8212
22,60,489420,-300,1,38,8157
22,61,491477,-427,1,39,8057
22,62,495690,-372,1,40,7995
22,63,497007,-504,1,41,7889
22,64,500352,-576,1,42,7818
23,40,292680,-280,1,17,7317
23,41,312625,-205,1,18,7625
23,42,328608,-210,1,19,7824
23,43,346989.031,42.828,1,20,8069.512
23,44,361260.375,181.632,1,21,8210.463
23,45,377101.313,0.855,1,22,8380.029
23,46,390361.969,0.184,1,23,8486.13
23,47,403364.563,0.188,1,24,8582.225
23,48,413906.906,0.96,1,25,8623.061
23,49,425462.5,0.833,1,26,8682.908
23,50,434795.906,0.4,1,27,8695.918
23,51,445847.031,0.408,1,28,8742.099
23,52,453158.25,0.416,1,29,8714.582
23,53,461636.875,3.127,1,30,8710.13
23,54,467750.313,15.012,1,31,8662.043
23,55,475073.094,95.095,1,32,8637.692
23,56,480154.719,176.904,1,33,8574.191
23,57,486484.594,80.484,1,34,8534.817
23,58,490544.188,89.378,1,35,8457.658
23,59,496045.719,161.896,1,36,8407.555
23,60,499527,220.14,1,37,8325.45
23,61,504862.813,894.26,1,38,8276.439
23,62,507904,-310,1,39,8192
23,63,512379,-378,1,40,8133
23,64,514880,-384,1,41,8045
23,65,518440,-520,1,42,7976
23,66,520344,-528,1,43,7884
23,67,523404,-603,1,44,7812
24,42,313488,-420,1,18,7464
24,43,330240,-387,1,19,7680
24,44,349712,-308,1,20,7948
24,45,363947.75,35.415,1,21,8087.728
24,46,381975.875,11.454,1,22,8303.823
24,47,395138.188,6.016,1,23,8407.195
24,48,411468.875,7.344,1,24,8572.269
24,49,422051.25,2.254,1,25,8613.291
24,50,435051.625,0.45,1,26,8701.032
24,51,444312.25,0.408,1,27,8712.005
24,52,456351.438,0.364,1,28,8775.989
24,53,464290.5,0.371,1,29,8760.198
24,54,474009.563,0.378,1,30,8777.955
24,55,480255.813,0.385,1,31,8731.924
24,56,488502.438,0.616,1,32,8723.258
24,57,493813.438,1.083,1,33,8663.394
24,58,501351.875,1.508,1,34,8643.998
24,59,505517.125,216.353,1,35,8568.087
24,60,512172.313,193.62,1,36,8536.205
24,61,516049.281,101.321,1,37,8459.824
24,62,522540.313,148.118,1,38,8428.069
24,63,525724.188,358.092,1,39,8344.828
24,64,531267.688,439.68,1,40,8301.058
24,65,534105,-325,1,41,8217
24,66,538626,-396,1,42,8161
24,67,540690,-402,1,43,8070
24,68,544884,-476,1,44,8013
24,69,546756,-483,1,45,7924
24,70,550690,-630,1,46,7867
25,44,328548,-484,1,19,7467
25,45,348885,-405,1,20,7753
25,46,364274,-414,1,21,7919
25,47,382359.625,31.678,1,22,8135.311
25,48,397160.875,6.96,1,23,8274.185
25,49,413556.5,2.254,1,24,8439.929
25,50,426634.813,0.45,1,25,8532.696
25,51,440322.406,0.51,1,26,8633.772
25,52,450857.125,1.82,1,27,8670.329
25,53,462911.25,0.477,1,28,8734.175
25,54,471850.094,1.08,1,29,8737.965
25,55,482076.25,0.33,1,30,8765.022
25,56,489346.656,0.336,1,31,8738.333
25,57,497992.625,1.482,1,32,8736.713
25,58,504405.281,2.726,1,33,8696.643
25,59,512174.344,2.301,1,34,8680.921
25,60,517688.25,2.34,1,35,8628.138
25,61,524533.813,2.318,1,36,8598.915
25,62,529386.938,6.572,1,37,8538.499
25,63,535821.313,3.717,1,38,8505.101
25,64,539994.688,3.52,1,39,8437.417
25,65,546044.25,3.705,1,40,8400.681
25,66,549898.688,11.154,1,41,8331.798
25,67,554693,-268,1,42,8279
25,68,557668,-408,1,43,8201
25,69,562143,-414,1,44,8147
25,70,564900,-490,1,45,8070
25,71,569065,-497,1,46,8015
25,72,571464,-576,1,47,7937
26,45,329085,-405,1,19,7313
26,46,350014,-506,1,20,7609
26,47,365895,-517,1,21,7785
26,48,385104,-384,1,22,8023
26,49,399904.25,24.206,1,23,8161.311
26,50,417701.313,8.4,1,24,8354.026
26,51,431498.688,8.976,1,25,8460.759
26,52,447697.875,5.096,1,26,8609.574
26,53,458386.344,1.643,1,27,8648.799
26,54,471764.625,0.378,1,28,8736.382
26,55,481062.719,0.33,1,29,8746.595
26,56,492259.813,0.28,1,30,8790.354
26,57,499905.906,0.285,1,31,8770.279
26,58,509950.5,0.348,1,32,8792.25
26,59,516531.531,0.354,1,33,8754.771
26,60,525351.063,3.42,1,34,8755.851
26,61,530929.813,2.623,1,35,8703.768
26,62,538958.688,2.79,1,36,8692.882
26,63,543787.563,4.284,1,37,8631.549
26,64,551192.813,4.992,1,38,8612.388
26,65,555512.5,5.135,1,39,8546.346
26,66,562433.75,4.092,1,40,8521.724
26,67,566047.375,270.278,1,41,8448.469
26,68,571995.5,365.228,1,42,8411.698
26,69,575598,-414,1,43,8342
26,70,581140,-420,1,44,8302
26,71,584117,-426,1,45,8227
26,72,589248,-504,1,46,8184
26,73,591738,-511,1,47,8106
26,74,596514,-592,1,48,8061
26,75,598650,-600,1,49,7982
27,47,347847,-611,1,20,7401
27,48,364800,-480,1,21,7600
27,49,384258,-490,1,22,7842
27,50,400050,-400,1,23,8001
27,51,417855.938,48.45,1,24,8193.254
27,52,432946.063,8.372,1,25,8325.886
27,53,449315.875,1.696,1,26,8477.658
27,54,462737.719,0.378,1,27,8569.217
27,55,476829,0.44,1,28,8669.618
27,56,486910.813,0.504,1,29,8694.836
27,57,498287.25,0.513,1,30,8741.882
27,58,506860.188,1.16,1,31,8738.969
27,59,517314.063,0.413,1,32,8768.035
27,60,524805.938,0.42,1,33,8746.766
27,61,534125.063,0.854,1,34,8756.148
27,62,540722.563,18.6,1,35,8721.332
27,63,549221.063,18.585,1,36,8717.795
27,64,555233.25,20.032,1,37,8675.52
27,65,562697.438,2.08,1,38,8656.884
27,66,567992.125,13.992,1,39,8605.941
27,67,574976.688,6.432,1,40,8581.741
27,68,579656.875,189.516,1,41,8524.366
27,69,586076.688,140.484,1,42,8493.865
27,70,590520,-280,1,43,8436
27,71,596310.125,465.05,1,44,8398.734
27,72,600192,-432,1,45,8336
27,73,605535,-365,1,46,8295
27,74,608946,-518,1,47,8229
27,75,613875,-525,1,48,8185
27,76,616816,-608,1,49,8116
27,77,621390,-616,1,50,8070
28,48,348720,-480,1,20,7265
28,49,365393,-588,1,21,7457
28,50,385800,-500,1,22,7716
28,51,401625,-510,1,23,7875
28,52,420108,-416,1,24,8079
28,53,435504.938,25.175,1,25,8217.074
28,54,453223.75,4.644,1,26,8393.032
28,55,467352.625,0.715,1,27,8497.32
28,56,483995.625,0.448,1,28,8642.779
28,57,494243.156,0.57,1,29,8670.933
28,58,506459.406,0.348,1,30,8732.059
28,59,515458.688,0.354,1,31,8736.588
28,60,526846.438,0.36,1,32,8780.774
28,61,534666.563,0.366,1,33,8765.025
28,62,545262.25,0.434,1,34,8794.553
28,63,552100.063,0.441,1,35,8763.493
28,64,561757.5,0.448,1,36,8777.461
28,65,567855.625,0.52,1,37,8736.24
28,66,576807.5,1.386,1,38,8739.508
28,67,582615.25,2.881,1,39,8695.75
28,68,590407.688,2.992,1,40,8682.466
28,69,594993.813,3.726,1,41,8623.099
28,70,602300.375,2.17,1,42,8604.291
28,71,606564.125,2.272,1,43,8543.156
28,72,613455.188,2.232,1,44,8520.211
28,73,617408.625,2.409,1,45,8457.652
28,74,623820,-222,1,46,8430
28,75,627450,-300,1,47,8366
28,76,633156,-380,1,48,8331
28,77,636405,-462,1,49,8265
28,78,641550,-624,1,50,8225
28,79,643297,-632,1,51,8143
28,80,646400,-720,1,52,8080
29,52,399308,-624,1,23,7679
29,53,418382,-477,1,24,7894
29,54,434592,-378,1,25,8048
29,55,452869.781,155.54,1,26,8233.996
29,56,467948.688,14.896,1,27,8356.227
29,57,484685.906,0.513,1,28,8503.262
29,58,497116.063,0.58,1,29,8570.967
29,59,509878,0.531,1,30,8642
29,60,519936.094,1.62,1,31,8665.602
29,61,531646.313,0.976,1,32,8715.514
29,62,540521,0.62,1,33,8718.081
29,63,551384.688,0.441,1,34,8752.138
29,64,559300.813,0.448,1,35,8739.075
29,65,569211.25,0.65,1,36,8757.096
29,66,576277.125,0.66,1,37,8731.472
29,67,585409.688,0.871,1,38,8737.458
29,68,591728.5,1.564,1,39,8701.89
29,69,599969.063,1.38,1,40,8695.204
29,70,605280.563,1.05,1,41,8646.865
29,71,613086.625,1.491,1,42,8635.022
29,72,618229.813,1.368,1,43,8586.525
29,73,625505.563,1.971,1,44,8568.569
29,74,630595.563,6.142,1,45,8521.562
29,75,637132,2.325,1,46,8495.094
29,76,641708.063,6.688,1,47,8443.527
29,77,647416,-154,1,48,8408
29,78,651372.125,503.022,1,49,8350.925
29,79,656648,-316,1,50,8312
29,80,659200,-400,1,51,8240
29,81,662499,-486,1,52,8179
29,82,664446,-574,1,53,8103
30,54,418662,-378,1,24,7753
30,55,434995,-385,1,25,7909
30,56,453936,-392,1,26,8106
30,57,469167,-228,1,27,8231
30,58,486964.781,49.996,1,28,8395.944
30,59,499952.875,0.767,1,29,8473.777
30,60,514983,0.54,1,30,8583.05
30,61,525228.813,15.921,1,31,8610.309
30,62,538119.25,0.62,1,32,8679.343
30,63,547235.938,1.575,1,33,8686.285
30,64,559097.938,0.64,1,34,8735.905
30,65,567077.188,0.65,1,35,8724.265
30,66,578135.688,0.726,1,36,8759.632
30,67,585188.188,0.737,1,37,8734.152
30,68,595386.25,0.816,1,38,8755.68
30,69,601868.25,0.828,1,39,8722.729
30,70,611086.563,1.89,1,40,8729.808
30,71,616921.938,2.627,1,41,8689.041
30,72,625809.938,2.16,1,42,8691.805
30,73,631329.188,1.898,1,43,8648.345
30,74,639563.813,2.516,1,44,8642.754
30,75,644437.25,1.95,1,45,8592.497
30,76,652252.75,1.444,1,46,8582.273
30,77,656810.25,2.002,1,47,8530.003
30,78,663575.563,1.95,1,48,8507.379
30,79,667596,2.212,1,49,8450.582
30,80,673883.625,2.56,1,50,8423.545
30,81,676505.938,5.022,1,51,8351.925
30,82,680691.625,3.034,1,52,8301.117
30,83,682758,-332,1,53,8226
30,84,686448,-420,1,54,8172
30,85,687820,-510,1,55,8092
31,56,431144,-504,1,25,7699
31,57,450813,-399,1,26,7909
31,58,467422,-290,1,27,8059
31,59,485688,-177,1,28,8232
